Speaker|Quote|Episode|Airdate|ShowName
Homer Simpson|Ned: How do you silence that little voice that says 'think' <br /><br /> Homer: You mean Lisa? <br /><br /> Ned: No, I mean common sense! <br /><br /> Homer: Oh that, that can be treated with our good friend alcohol.|||The Simpson's
Homer Simpson|Homer: How comes bears can crap in the woods and I can't?|||The Simpson's
Homer Simpson|Bart: Do you even have a job anymore? <br /><br /> Homer: I think it's pretty obvious that I don't.|||The Simpson's
Homer Simpson|Homer: You couldn't fool your mother on the foolingest day of your life if you had an electrified fooling machine.|||The Simpson's
Homer Simpson|Homer: I just realised that the cat and the dog haven't had a wedding, they've been living in sin! |||The Simpson's
Homer Simpson|Man: Sir, other customers need to use that dressing room! <br /><br /> Homer: Dressing room? Uh oh.|||The Simpson's
Homer Simpson|Homer: If he's so smart, how come he's dead?|||The Simpson's
Homer Simpson|Homer: All normal people love meat. If I went to a barbeque and there was no meat, I would say 'Yo Goober! Where's the meat!?'. I'm trying to impress people here Lisa. You don't win friends with salad.|||The Simpson's
Homer Simpson|Homer: Poachers are nature's way of keeping the balance. Whenever there are so many species that people get confused and angry a poacher is born.|||The Simpson's
Homer Simpson|Homer: I'm sorry, I thought he was a party robot.|||The Simpson's
Homer Simpson|Moe: Ain't you gonna have a beer? <br /><br /> Homer: Well, I really shouldn't, what with my massive blood loss and all. Although I do like the occasional beer!|||The Simpson's
Homer Simpson|Homer: Sorry doesn't put thumbs on the hand, Marge!|||The Simpson's
Homer Simpson|Marge: Homer, no! You'll kill us all! <br /><br /> Homer: Or die trying...|||The Simpson's
Homer Simpson|Homer: He may have all the money in the world, but there's one thing he can't buy! <br /><br /> Marge: What's that? <br /><br /> Homer: [Pauses] A dinosaur.|||The Simpson's
Homer Simpson|Homer: From now on, there are three ways to do things: the right way, the wrong way, and the Max Power way. <br /><br /> Bart: Isn't that just the wrong way? <br /><br /> Homer: Yeah, but faster.|||The Simpson's
Homer Simpson|Homer: What are you two laughing at? And if you say Jimmy Fallon, I'll know you're lying!|||The Simpson's
Homer Simpson|Homer: Lisa, all you need is a little help from your dad. <br /><br /> Lisa: Well, we're supposed to do this without parental help. <br /><br /> Homer: Sweetie, that's orphan talk.|||The Simpson's
Homer Simpson|Homer: Avenge me, son. Avenge my death.|||The Simpson's
Homer Simpson|Homer: Bart's teacher's name is Krabappel? I've been calling her Crandall!|||The Simpson's
Homer Simpson|Homer: Now Bart, since you broke Grandpa's teeth, he gets to break yours.|||The Simpson's
Homer Simpson|Lisa: Dad, you've been driving in circles for twenty minutes! Why don't you just admit you don't know where the hospital is? <br /><br /> Homer: Why don't you admit I know it's around here somewhere?!|||The Simpson's
Homer Simpson|Lisa: Look at the 'wonders' of the computer age now. <br /><br /> Homer: Wonders Lisa? Or blunders? <br /><br /> Lisa: I think that was implied by what I said. <br /><br /> Homer: Implied... Or implode?|||The Simpson's
Homer Simpson|Bart: I don't want to take drugs. <br /><br /> Homer: Sure you do. All your favorite stars abuse drugs. Brett Butler, Tim Allen... <br /><br /> Marge: Tommy Lee... <br /><br /> Homer: Andy Dick. <br /><br /> Bart: He's just flamboyant. <br /><br /> Homer: Yeah, and I'm a size four.|||The Simpson's
Homer Simpson|Homer: I understand. Let us celebrate our agreement with the adding of chocolate to milk.|||The Simpson's
Homer Simpson|Homer: Kids, kids. I'm not going to die. That only happens to bad people.|||The Simpson's
Homer Simpson|Homer: Kids, kids. I'm not going to die. That only happens to bad people.<br /><br /> Bart: What about Abraham Lincoln?<br /><br /> Homer: Uh, he sold poison milk to school children.|||The Simpson's
Homer Simpson|Homer: Maybe, just once, someone will call me 'sir' without adding, 'you're making a scene.'|||The Simpson's
Homer Simpson|Homer: Kids, just because I don't care doesn't mean I'm not listening|||The Simpson's
Homer Simpson|Homer: When I first heard that Marge was joining the police academy, I thought it would be fun and zany, like that movie Spaceballs. But instead it was dark and disturbing. Like that movie -- Police Academy.|||The Simpson's
Homer Simpson|Bart: I think sharing is overrated too. And helping others. And what's all this crap I've been hearing about tolerance? <br /><br /> Homer: Your ideas are intriguing and I wish to subscribe to your newsletter.|||The Simpson's
Homer Simpson|[Homer tries to gain passage on an escape rocket.]<br /><br /> Homer: I am the piano genius from the movie Shine. <br /><br /> Guard: And your name is...?<br /><br /> Homer: Uhh... Shiney McShine.|||The Simpson's
Homer Simpson|Newspaper editor: We're looking for a new food critic, someone who doesn't immediately pooh-pooh everything he eats.<br /><br /> Homer: Nah, it usually takes a few hours.|||The Simpson's
Homer Simpson|Homer: There, there, Bart. If something's hard, then it's not worth doing|||The Simpson's
Homer Simpson|Marge: I've brought somebody to help you.<br /><br /> Homer: Is it Batman?<br /><br /> Marge: It's a scientist.<br /><br /> Homer: Batman's a scientist?<br /><br /> Marge: It's NOT Batman.|||The Simpson's
Homer Simpson|Homer: Bad bees! Get away from my sugar! Ow! Ow!! Oh, they're defending themselves somehow!|||The Simpson's
Homer Simpson|Homer: Oh, yeah, what are you gonna do? Release the dogs? Or the bees? Or the dogs with bees in their mouth and when they bark, they shoot bees at you?|||The Simpson's
Homer Simpson|Homer: [Offering Lisa a donut] Donut?<br /><br /> Lisa: Uhh... got any fruit?<br /><br /> Homer: This one has purple in it. Purple's a fruit.|||The Simpson's
Homer Simpson|Homer: Oh, everything's too damned expensive these days. This bible cost 15 bucks! And talk about a preachy book! Everybody's a sinner! Except this guy.|||The Simpson's
Homer Simpson|Homer: Okay, brain. You don't like me, and I don't like you, but let's get through this thing and then I can continue killing you with beer.<br /><br /> Homer's Brain: It's a deal!|||The Simpson's
Homer Simpson|Homer: Ahhh... sweet pity. Where would my love life be without it?|||The Simpson's
Homer Simpson|Homer: If there's one thing I've learned, it's that life is one crushing defeat after another until you just wish Flanders was dead.|||The Simpson's
Homer Simpson|Homer: What's the point of going out? We're just going to wind up back here, anyway.|||The Simpson's
Homer Simpson|Lisa: Dad, what's a Muppet?<br /><br /> Homer: Well, it's not quite a mop, it's not quite a puppet, but man... [laughs hysterically] So to answer your question, I don't know.|||The Simpson's
Homer Simpson|Homer: Aw, twenty dollars! I wanted a peanut! <br /><br /> Homer's Brain: Twenty dollars can buy many peanuts! <br /><br /> Homer: Explain how! <br /><br /> Homer's Brain: Money can be exchanged for goods and services! <br /><br /> Homer: Woo-hoo!|||The Simpson's
Homer Simpson|Homer: No, no, no, Lisa. If adults don't like their jobs, they don't go on strike. They just go in every day and do it really half-assed.|||The Simpson's
Homer Simpson|Homer: Beer. Now there's a temporary solution.|||The Simpson's
Homer Simpson|Homer: That's it! You people have stood in my way long enough. I'm going to clown college!|||The Simpson's
Homer Simpson|Homer: Donuts. Is there anything they can't do?|||The Simpson's
Homer Simpson|Homer: Are you saying you're never going to eat any animal again? What about bacon? <br /><br /> Lisa: No. <br /><br /> Homer: Ham? <br /><br /> Lisa: No. <br /><br /> Homer: Pork chops? <br /><br /> Lisa: Dad, those all come from the same animal. <br /><br /> Homer: Heh heh heh. Ooh, yeah, right, Lisa. A wonderful, magical animal.|||The Simpson's
Homer Simpson|Homer: If you really want something in this life, you have to work for it - Now quiet, they're about to announce the lottery numbers!|||The Simpson's
Homer Simpson|Homer: God bless those pagans.|||The Simpson's
Homer Simpson|Homer: I'm in a place where I don't know where I am!|||The Simpson's
Homer Simpson|Homer: Don't mess with the dead, boy, they have eerie powers.|||The Simpson's
Homer Simpson|Marge: Homer, you don't have to pray outloud. <br /><br /> Homer: But he's way the hell up there!|||The Simpson's
Homer Simpson|Scully: Homer, we're going to ask you a few simple yes or no questions. Do you understand? <br /><br /> Homer: Yes. (lie dectector blows up)|||The Simpson's
Homer Simpson|Marge: This is the worst thing you've ever done. <br /><br /> Homer: You say that so often that it lost its meaning.|||The Simpson's
Homer Simpson|Homer: Got any of that beer that has candy floating in it? You know, Skittlebrau? <br /><br /> Apu: Such a beer does not exist, sir. I think you must have dreamed it. <br /><br /> Homer: Oh. Well, then just give me a six-pack and a couple of bags of Skittles.|||The Simpson's
Homer Simpson|Homer: The only monster here is the gambling monster that has enslaved your mother. I call him Gamblor, and it's time to snatch your mother from his neon claws.|||The Simpson's
Homer Simpson|Reverend Lovejoy: Homer, I'd like you to remember Matthew 7:26. 'The foolish man who built his house upon the sand.' <br /><br /> Homer: And you remember... Matthew 21:17. <br /><br /> Reverend Lovejoy: 'And he left them and went out of the city, into Bethany, and he lodged there?' <br /><br /> Homer: Yeah, think about it.|||The Simpson's
Homer Simpson|Lisa: I still believe in protecting animal's rights, but that still doesn't excuse what I did. I'm sorry for wrecking your barbecue, dad. <br /><br /> Homer: That's okay, honey. I used to believe in things too.|||The Simpson's
Homer Simpson|Homer: Now, son, you don't want to drink beer. That's for daddies and kids with fake IDs.|||The Simpson's
Homer Simpson|Homer: You can't keep blaming yourself. Just blame yourself once, and move on.|||The Simpson's
Homer Simpson|Homer: The lesson is: Our God is vengeful! O spiteful one, show me who to smite and they shall be smoten!!!|||The Simpson's
Homer Simpson|Homer: It's like something out of that twilighty show about that zone.|||The Simpson's
Homer Simpson|Homer: I bet Einstein turned himself all sorts of colors before he invented the light bulb.|||The Simpson's
Homer Simpson|Homer: Me lose brain? Uh, oh! Ha ha ha! Why I laugh?|||The Simpson's
Homer Simpson|Homer: I saw this in a movie about a bus that had to speed around a city, keeping its speed over fifty and if its speed dropped, it would explode! I think it was called... 'The Bus That Couldnt Slow Down'|||The Simpson's
Homer Simpson|Homer: Remember as far as anyone knows, we're a nice normal family.|||The Simpson's
Homer Simpson|Homer: All right, let's not panic. I'll make the money by selling one of my livers. I can get by with one|||The Simpson's
Homer Simpson|Homer: Good things don't end in -eum; they end in -mania or -teria|||The Simpson's
Homer Simpson|Homer: Here in the boudoir, the gourmand metamorphosizes|||The Simpson's
Homer Simpson|Homer: Weasling out of work is important to learn; it is what separates humans from animals. Except for weasels.|||The Simpson's
Homer Simpson|Marge: Homer, has the weight loss tape reduced your appetite? <br /><br /> Homer: Ah, lamentably no. My gastronomic rapacity knows no satieties.|||The Simpson's
Homer Simpson|Marge: Homer, it's very easy to criticize... <br /><br /> Homer: and fun, too!|||The Simpson's
Homer Simpson|Homer: Yeah Moe that team sure did suck last night. They just plain sucked! I've seen teams suck before, but they were the suckiest bunch of sucks that ever sucked.|||The Simpson's
Homer Simpson|Marge: You shouldn't pressure Bart like that <br /><br /> Homer: If you know of a better way for me to live through my son, then tell me.|||The Simpson's
Homer Simpson|Homer: My dad never believed in me. I'm not going to make the same mistake; I'm going to be nicer to my son and meaner to my dad.|||The Simpson's
Homer Simpson|Homer: Marge, it takes two to lie. One to lie and one to listen.|||The Simpson's
Homer Simpson|Homer: In this house, we obey the laws of thermodynamics!|||The Simpson's
Homer Simpson|Homer: Trying is the first step towards failure.|||The Simpson's
Homer Simpson|Homer: If I could just say a few words... I'd be a better public speaker.|||The Simpson's
Homer Simpson|Homer: I'm not a bad guy! I work hard, and I love my kids. So why should I spend half my Sunday hearing about how I'm going to Hell?|||The Simpson's
Homer Simpson|Homer: And what if we picked the wrong religion? Every week, we're just making God madder and madder!|||The Simpson's
Homer Simpson|Lisa: Why are you dedicating your life to blasphemy? <br /><br /> Homer: Don't worry, sweetheart. If I'm wrong, I'll recant on my deathbed.|||The Simpson's
Homer Simpson|Homer: Don't let Krusty's death get you down, boy. People die all the time, just like that. Why, you could wake up dead tomorrow! Well, good night.|||The Simpson's
Homer Simpson|Homer: Kids, let me tell you about another so-called 'wicked guy. He had long hair and some wild ideas. He didn't always do what other people thought was right. And that man's name was... I forget. But the point is... I forget that, too. Marge, you know what I'm talking about. He used to drive that blue car?|||The Simpson's
Homer Simpson|Bart: What religion are you? <br /><br /> Homer: You know, the one with all the well-meaning rules that don't work out in real life. Uh... Christianity.|||The Simpson's
Homer Simpson|Lisa: Oedipus is the one who killed his father and married his mother <br /><br /> Homer: Argh! who paid for that wedding?|||The Simpson's
Homer Simpson|Homer: but marge it's uterUS not uterYOU!|||The Simpson's
Homer Simpson|Homer: The strong must protect the Sweet.|||The Simpson's
Homer Simpson|Homer: Oh no! What have I done? I smashed open my little boy's piggy bank, and for what? A few measly cents, not even enough to buy one beer. Wait a minute, lemme count and make sure... not even close.|||The Simpson's
Homer Simpson|Homer: Alcohol: the cause of and solution to all of life's problems.|||The Simpson's
Homer Simpson|Homer: Television! Teacher, mother, secret lover.|||The Simpson's
Homer Simpson|Homer: Homer no function beer well without.|||The Simpson's
Homer Simpson|Homer: Thanks to your gloomy, depressing music, my children no longer hope for the future I can not afford to give them. <br /><br /> Billy Corgan: Yeah, we try to make a difference.|||The Simpson's
Homer Simpson|Homer: When will I learn? The answer to life's problems aren't at the bottom of a bottle, they're on TV!|||The Simpson's
Homer Simpson|Homer: I'm a white male aged 18 to 49, everyone listens to me, no matter how dumb my suggestions are.|||The Simpson's
Homer Simpson|Homer: Son, when you participate in sporting events, it's not whether you win or lose: it's how drunk you get.|||The Simpson's
Homer Simpson|Homer: No one in history has ever done anything this clever!|||The Simpson's
Homer Simpson|Homer: I'm going to the back seat of my car, with the woman I love, and I won't be back for ten minutes!|||The Simpson's
Homer Simpson|Homer: [Meeting Aliens] Please don't eat me! I have a wife and kids. Eat them!|||The Simpson's
Homer Simpson|Homer: What do we need a psychiatrist for? We know our kid is nuts.|||The Simpson's
Homer Simpson|Homer: Marge, you're as beautiful as Princess Leia and as smart as Yoda.|||The Simpson's
Homer Simpson|Homer: Kids, you tried your best and you failed miserably. The lesson is, never try.|||The Simpson's
Homer Simpson|Homer: When I look at the smiles on all the children's faces, I just know they're about to jab me with something.|||The Simpson's
Homer Simpson|Homer: The '80s were an idealistic time. The rise of Supertramp, the candidacy of John Anderson.|||The Simpson's
Homer Simpson|Homer: I'm normally not a praying man, but if you're up there, please save me Superman.|||The Simpson's
Homer Simpson|Homer: I'm having the best day of my life, and I owe it all to not going to Church!|||The Simpson's
Homer Simpson|Homer: Lisa, if the Bible has taught us nothing else, and it hasn't, it's that girls should stick to girls sports, such as hot oil wrestling and foxy boxing and such and such.|||The Simpson's
Homer Simpson|Homer: Getting out of jury duty is easy. The trick is to say you're prejudiced against all races.|||The Simpson's
Homer Simpson|Homer: It's not easy to juggle a pregnant wife and a troubled child, but somehow I managed to fit in eight hours of TV a day.|||The Simpson's
Homer Simpson|Homer: Lisa, Vampires are make-believe, like elves, gremlins, and eskimos.|||The Simpson's
Homer Simpson|Homer: I want to share something with you-- The three little sentences that will get you through life. Number 1: Cover for me. Number 2: Oh, good idea, Boss! Number 3: It was like that when I got here.|||The Simpson's
Homer Simpson|Homer: Oh, people can come up with statistics to prove anything, Kent. 14% of people know that.|||The Simpson's
Homer Simpson|Homer: Remember that postcard Grandpa sent us from Florida of that Alligator biting that woman's bottom? That's right, we all thought it was hilarious. But, it turns out we were wrong. That alligator was sexually harrassing that woman.|||The Simpson's
Homer Simpson|Homer: Think about the real victims: Calvin Kline, Gloria Vanderbilt, and Antoine Bugleboy -- people who saw an overcrowded market and said, 'Me, too!'|||The Simpson's
Homer Simpson|Homer: Old people don't need companionship. They need to be isolated and studied so it can be determined what nutrients they have that might be extracted for our personal use.|||The Simpson's
Homer Simpson|Homer: How is education supposed to make me feel smarter? Besides, every time I learn something new, it pushes some old stuff out of my brain. Remember when I took that home winemaking course, and I forgot how to drive?|||The Simpson's
Homer Simpson|Homer: I've always wondered if there was a god. And now I know there is -- and it's me.|||The Simpson's
Homer Simpson|Homer: Kill my boss? Do I dare live out the American dream?|||The Simpson's
Homer Simpson|Homer: If something goes wrong at the plant, blame the guy who can't speak English.|||The Simpson's
Homer Simpson|Homer: I'm never going to be disabled. I'm sick of being so healthy.|||The Simpson's
Homer Simpson|Homer: Operator! Give me the number for 911!|||The Simpson's
Homer Simpson|Homer: Oh, so they have internet on computers now!|||The Simpson's
Homer Simpson|Homer: I like my beer cold, my TV loud and my homosexuals flaming.|||The Simpson's
Homer Simpson|[Looking at a globe map...country being Uruguay]<br /><br /> Homer: Hee hee! Look at this country!'You are gay.'|||The Simpson's
Homer Simpson|Bart: Hey guys, just so you don't hear any wild rumors, I'm being indicted for fraud in Australia.<br /><br /> Homer: Pfft. That's no reason to block the TV.|||The Simpson's
Homer Simpson|Lisa: That's Latin dad-- the language of Plutarche.<br /><br /> Homer: Mickey Mouse's dog?|||The Simpson's
Homer Simpson|Marge: Homer, have you been licking toads again ? <br /><br /> Homer Simpson: I've not NOT been licking toads|||The Simpson's
Homer Simpson|Homer: Bart, with $10,000, we'd be millionaires! We could buy all kinds of useful things like...love!|||The Simpson's
Bart Simpson|Bart: I'm not calling you a liar but....I can't think of a way to finish that sentence.|||The Simpson's
Bart Simpson|Bart: AAH! You ate my homework?... I didn't know dogs really did that.|||The Simpson's
Bart Simpson|Bart: Cross you heart, hope to die. Stick a needle in your eye. Jam a dagger in your thigh. Eat a horse manure pie!|||The Simpson's
Bart Simpson|Bart: Good-bye, Japan! I'll miss you Kentucky Fried Chicken and your sparkling, whale-free seas.|||The Simpson's
Bart Simpson|Bart: What a day, eh Millhouse? The sun is out, birds are singing, bees are trying to have sex with them... as is my understanding.|||The Simpson's
Bart Simpson|Bart: Dad, thanks to TV, I can't remember what happened eight minutes ago. No, really, it's a serious problem. Ha, ha, ha! What're we laughing about?|||The Simpson's
Bart Simpson|Bart: Mom, can we go Catholic so we can get communion wafers and booze?|||The Simpson's
Bart Simpson|Lisa: Bart, Pablo Neruda says 'the eyes are the window to the soul.'<br/> Bart: I am familiar with the works of Pablo Neruda.|||The Simpson's
Bart Simpson|Bart: I never thought it was humanly possible, but this both sucks and blows.|||The Simpson's
Bart Simpson|Bart: War is neither glamorous nor fun. There are no winners, only losers. There are no good wars, with the following exceptions: The American Revolution, World War II, and the Star Wars Trilogy.|||The Simpson's
Bart Simpson|Bart: [singing] You don't win friends with salad! You don't win friends with salad!|||The Simpson's
Bart Simpson|Bart: It's craptacular.|||The Simpson's
Bart Simpson|Bart: Well, I'm flunking math and the other day I was a little attracted to Millhouse.|||The Simpson's
Bart Simpson|Bart: Awe man!|||The Simpson's
Bart Simpson|Bart: I think I read somewhere that cows like being killed.|||The Simpson's
Bart Simpson|Bart: Try not to move Dad, you swallowed alot of motor oil.|||The Simpson's
Bart Simpson|Bart: I'm glad we're stranded. It'll be just like the Swiss Family Robinson - only , with more cursing! We're gonna live like Kings. Damn hell ass kings.|||The Simpson's
Bart Simpson|Bart: Your damned if you do and you're damned if you dont.|||The Simpson's
Bart Simpson|Bart: Part of this D-minus belongs to god.|||The Simpson's
Bart Simpson|Bart: Dear God, we paid for all this stuff ourselves, so thanks for nothing.|||The Simpson's
Bart Simpson|Bart: Joe's Crematorium. You kill em, we grill em.|||The Simpson's
Bart Simpson|Bart: As much as i hate that man right now, you gotta love that suit.|||The Simpson's
Bart Simpson|Bart: I've been scorched by Krusty before. I got a rapid heartbeat from his Krusty brand vitamins, my Krusty calculator didnt have a seven or eight, and Krusty's autobiography was self-serving with many glaring omissions. But this time, he's gone too far!|||The Simpson's
Bart Simpson|Bart: Cleaning graphiti off a statue makes a mockery of everything I stand for.|||The Simpson's
Bart Simpson|Bart: My killing teacher says I'm a natural.|||The Simpson's
Bart Simpson|Bart: No problemo!|||The Simpson's
Bart Simpson|Bart: So, you're one of those don't call me a chick, chicks eh?|||The Simpson's
Bart Simpson|Bart: Why would anybody wanna touch a girls butt? That's where cooties come from!|||The Simpson's
Bart Simpson|Bart: It's just so hard not to listen to TV, it's spent so much more time raising us than you have.|||The Simpson's
Bart Simpson|Bart: I'm only 10 and I already have 2 mortal enemies.|||The Simpson's
Bart Simpson|Bart: They'll never believe a Simpson killed a Flanders by accident.|||The Simpson's
Bart Simpson|Bart: Why the crap do we have to go to church anyway?|||The Simpson's
Bart Simpson|Bart: Must fight Satan, make it up to him... later.|||The Simpson's
Bart Simpson|Bart: You're turning me into a criminal when all I wanna be is a petty thug.|||The Simpson's
Bart Simpson|Bart: Hey man, don't have a cow.|||The Simpson's
Bart Simpson|Bart: Eat My Shorts.|||The Simpson's
Bart Simpson|Bart: I'll be Gus, the lovable chimney sweep. Clean as a whistle, sharp as a thistle. Best in all West Minster! Yeaa!|||The Simpson's
Bart Simpson|Bart: Joke if you will, but did you know most people use 10% of their brains?... I am now one of them.|||The Simpson's
Bart Simpson|Bart: Memo to self: Shut up, Lisa.|||The Simpson's
Bart Simpson|Bart: Cost of paper, five cents. A mother's love, priceless.|||The Simpson's
Bart Simpson|Bart: You're probably wondering about the coat hangers. They're to block the satellite that's been spying on me.|||The Simpson's
Bart Simpson|Bart: Sure, I can do something destructive.|||The Simpson's
Bart Simpson|Bart: Come on, people, this poetry isn't going to appreciate itself.|||The Simpson's
Bart Simpson|Bart: Eh, making teenagers depressed is like shooting fish in a barrel.|||The Simpson's
Bart Simpson|Bart: I didn't do it, no one saw me do it, there's no way you can prove anything!|||The Simpson's
Bart Simpson|Bart: Christmas is a time when people of all religions come together to worship Jesus Christ.|||The Simpson's
Bart Simpson|Bart: I've said it before, and I'll say it again...aye carumba!|||The Simpson's
Bart Simpson|Bart: Who's the black private dick that's a sex machine with all the chicks?|||The Simpson's
Bart Simpson|Bart: There's no such thing as a soul. It's just something they made up to scare kids, like the boogeyman or Michael Jackson.|||The Simpson's
Bart Simpson|Bart: Inside every hardened criminal beats the heart of a ten-year-old boy.|||The Simpson's
Bart Simpson|Bart: You know, I've done a lot of bad stuff through the years. I guess now I'm paying the price. But there's so many things I'll never get a chance to do: smoke a cigarette, use a fake ID, shave a swear word in my hair.|||The Simpson's
Bart Simpson|Bart: I think its ironic that for once dad's butt prevented the release of toxic gas.|||The Simpson's
Bart Simpson|Bart: I am through with working. Working is for chumps. <br /><br /> Homer: Son, I'm proud of you! I was twice your age when I figured that out.|||The Simpson's
Bart Simpson|Bart: Why would anyone want to hurt me? I'm this century's Dennis the Menace!|||The Simpson's
Bart Simpson|Bart: Aren't we forgeting the true meaning of Christmas? You know, the birth of Santa.|||The Simpson's
Bart Simpson|Bart: What's Santa's Little Helper doing to that dog? Looks like he's trying to jump over, but he can't quite make it.|||The Simpson's
Bart Simpson|Bart: I can't stand to see you so upset, Lis, unless it's from a rubber spider down your dress - Hmm, that gives me an idea note for later: put rubber spider down Lisa's dress.|||The Simpson's
Bart Simpson|Bart: I don't know! I don't know why I did it, I don't know why I enjoyed it, and I don't know why I'll do it again!|||The Simpson's
Bart Simpson|Bart: What if you're a really good person, but you get into a really, really bad fight and your leg gets gangrene and it has to be amputated. Will it be waiting for you in heaven?|||The Simpson's
Bart Simpson|Bart: Remember, you can always find East by staring directly at the sun.|||The Simpson's
Bart Simpson|Homer: I don't have the discipline necessary to be a Hippie. <br /><br /> Bart: You'd be a great hippie, dad: You're lazy and self-righteous!|||The Simpson's
Bart Simpson|Lisa: A rose by any other name smells as sweet <br /><br /> Bart: Not if you call them 'Stench Blossoms'.|||The Simpson's
Lisa Simpson|Lisa: Don't tell me that Mom dresses you! <br /><br /> Homer: I dunno. either her or one of her friends.|||The Simpson's
Lisa Simpson|Lisa: The city of Washington was built on a stagnant swamp some two hundred years ago and very little has changed; it stank then and it stinks now. Only today, it is the fetid stench of corruption that hangs in the air.|||The Simpson's
Lisa Simpson|Lisa: A man who envies our family is a man who needs help.|||The Simpson's
Lisa Simpson|Lisa: But, Mom! If you take our cartoons away, we'll grow up without a sense of humor and be robots.|||The Simpson's
Lisa Simpson|Lisa: I'm no theologian. I don't know who or what God is. All I know is He's more powerful than Mom and Dad put together.|||The Simpson's
Lisa Simpson|Lisa: [checking the card catalog] Let's see... Football... Football... 'Homoeroticism in'... 'Oddball Canadian rules'... 'Phyllis George and'...|||The Simpson's
Lisa Simpson|Lisa: [at the pound] Too fluffy... too scrawny... too needy... too arrogant... eye infection... stops. Clearly a skunk.|||The Simpson's
