Date	Description	Amount	Running Bal.
7/25/2011	99 POST ST ATM WITHDRWL 07-24 #000582740 CUSTOMER 3448 99 POST ST SAN FRANCISCO CA	-103	1663.52
7/28/2011	A1 LIQUOR GROCERY 07-28 CUSTOMER 3448 PURCHASE #135323 SAN FRANCISCO CA	-37.8	1158.18
5/2/2011	"AMAZON MKTPLACE PMTS 05/01 CARD #3448 PURCHASE #24692161121000414732450 AMZN.COM/BILL, WA"	-42.99	556.58
10/5/2011	"AMPCO PARKING BRYANT ST 10/03 CARD #3448 PURCHASE #24789301277277170800501 SAN FRANCISCO, CA"	-9	174.45
8/17/2011	"ANDERSEN BAKERY FOX PLA 08/16 CARD #3448 PURCHASE #24801971229207888701165 HAYWARD, CA"	-14.27	2753.26
8/8/2011	"ANNA'S LINENS #50 08/06 CARD #3448 PURCHASE #24323011219576218010646 ALAMEDA, CA"	-317.45	5122.91
7/28/2011	"APL*APPLE ITUNES STORE 07/27 CARD #3448 PURCHASE #24692161208000714389411 866-712-7753, CA"	-0.99	1110
8/12/2011	"APL*APPLE ITUNES STORE 08/12 CARD #3448 PURCHASE #24692161224000064153862 866-712-7753, CA"	-2.28	3605.63
8/22/2011	"APL*APPLE ITUNES STORE 08/20 CARD #3448 PURCHASE #24692161232000746840910 866-712-7753, CA"	-9.99	1106.27
8/29/2011	"APL*APPLE ITUNES STORE 08/28 CARD #3448 PURCHASE #24692161240000531066689 866-712-7753, CA"	-18.28	509.73
9/6/2011	"APL*APPLE ITUNES STORE 09/04 CARD #3448 PURCHASE #24692161247000938498462 866-712-7753, CA"	-2.99	458.24
9/8/2011	"APL*APPLE ITUNES STORE 09/07 CARD #3448 PURCHASE #24692161250000667816441 866-712-7753, CA"	-2.28	263.12
9/13/2011	"APL*APPLE ITUNES STORE 09/13 CARD #3448 PURCHASE #24692161256000867209730 866-712-7753, CA"	-1.98	18.66
9/21/2011	"APL*APPLE ITUNES STORE 09/21 CARD #3448 PURCHASE #24692161264000637990528 866-712-7753, CA"	-11.99	1438.69
7/12/2011	ARCO PAYPOINT 07-12 CUSTOMER 3448 PURCHASE #112726 SAN FRANCISCO CA	-15.93	155.27
8/15/2011	ARCO PAYPOINT 08-15 CUSTOMER 3430 PURCHASE #375419 SAN FRANCISCO CA	-26.92	3391.36
9/12/2011	ASA LIQUORS 09-11 CUSTOMER 3448 PURCHASE #298493 OAKLAND CA	-19.04	29.32
6/13/2011	"ATT*BILL PAYMENT 06/09 CARD #3448 PURCHASE #24692161161000807354749 800-288-2020, TX"	-100	797.66
7/26/2011	"ATT*BILL PAYMENT 07/25 CARD #3448 PURCHASE #24692161206000275228158 800-288-2020, TX"	-16.13	1277.99
8/22/2011	"ATT*BILL PAYMENT 08/19 CARD #3448 PURCHASE #24692161231000643701570 800-288-2020, TX"	-30	1212.25
9/16/2011	"ATT*BILL PAYMENT 09/15 CARD #3448 PURCHASE #24692161258000406833766 800-288-2020, TX"	-30	2988.66
10/18/2011	"ATT*BILL PAYMENT 10/17 CARD #3448 PURCHASE #24692161290000765385804 800-288-2020, TX"	-30	-50.38
12/1/2011	"BAMBOO RESTAURANT 11/30 CARD #3448 PURCHASE #24071051334987140269228 SAN FRANCISCO, CA"	-29.15	460.37
10/11/2011	"BAY TICKETS 10/08 CARD #3448 PURCHASE #24332391282000010000041 415-9083877, CA"	-223.56	32.61
9/6/2011	"BELLA LUCCA 09/05 CARD #3448 PURCHASE #24431061248286713300885 SAN FRANCISCO, CA"	-11.31	501.34
8/8/2011	BERKELEY BOWL MAR 08-06 CUSTOMER 3448 PURCHASE #010926 BERKELEY CA	-52	4670.91
8/8/2011	BERKELEY BOWL MAR 08-06 CUSTOMER 3448 PURCHASE #081011 BERKELEY CA	-18.1	4579.64
8/8/2011	BERKELEY BOWL MAR 08-06 CUSTOMER 3448 PURCHASE #297182 BERKELEY CA	-16.58	4563.06
8/17/2011	BERKELEY BOWL MAR 08-17 CUSTOMER 3448 PURCHASE #031712 BERKELEY CA	-62.35	2823.61
9/28/2011	"BERKELEY BOWL MARKE 09/27 CARD #3448 PURCHASE #24427331270720010876472 BERKELEY, CA"	-67.41	623.84
8/22/2011	BEVERAGES & MORE 08-21 CUSTOMER 3448 PURCHASE #487067 COLMA CA	-29.63	1182.62
5/6/2011	"BKOFAMERICA ATM DEPOSIT 05-06 #005074 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	3500	3498.97
5/17/2011	"BKOFAMERICA ATM DEPOSIT 05-17 #007546 CUSTOMER 3430 BANK OF AMERICA, SAN FRANCISCO, CA"	280	511.16
7/5/2011	"BKOFAMERICA ATM DEPOSIT 07-04 #008582 CUSTOMER 3430 BANK OF AMERICA, NORTH ATTLEBO, MA"	200	200.33
7/6/2011	"BKOFAMERICA ATM DEPOSIT 07-06 #004307 CUSTOMER 3430 BANK OF AMERICA, SUMMIT, NJ"	200	744.95
7/15/2011	"BKOFAMERICA ATM DEPOSIT 07-15 #009665 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	1750	1826.15
8/31/2011	"BKOFAMERICA ATM DEPOSIT 08-31 #001645 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	440	828.59
9/1/2011	"BKOFAMERICA ATM DEPOSIT 09-01 #001959 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	60	888.59
10/11/2011	"BKOFAMERICA ATM DEPOSIT 10-07 #004809 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	200	256.17
12/13/2011	"BKOFAMERICA ATM DEPOSIT 12-13 #008018 CUSTOMER 3430 BANK OF AMERICA, SAN FRANCISCO, CA"	80	70.79
4/22/2011	"BKOFAMERICA ATM WITHDRWL 04-21 #005765 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-80	3420
4/25/2011	"BKOFAMERICA ATM WITHDRWL 04-23 #008660 CUSTOMER 3448 BANK OF AMERICA, SAN MATEO, CA"	-200	1279.72
4/25/2011	"BKOFAMERICA ATM WITHDRWL 04-25 #009665 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-80	1199.72
4/27/2011	"BKOFAMERICA ATM WITHDRWL 04-27 #009989 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-140	1005.72
5/13/2011	"BKOFAMERICA ATM WITHDRWL 05-13 #001230 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-100	3290.59
5/18/2011	"BKOFAMERICA ATM WITHDRWL 05-18 #008000 CUSTOMER 3448 BANK OF AMERICA, DALY CITY, CA"	-60	277.78
5/19/2011	"BKOFAMERICA ATM WITHDRWL 05-19 #008420 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-60	145.22
7/15/2011	"BKOFAMERICA ATM WITHDRWL 07-15 #009666 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-100	1726.15
7/18/2011	"BKOFAMERICA ATM WITHDRWL 07-16 #008970 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-60	1666.15
7/28/2011	"BKOFAMERICA ATM WITHDRWL 07-27 #008531 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-60	1195.98
8/3/2011	"BKOFAMERICA ATM WITHDRWL 08-03 #005919 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-140	1000.36
8/8/2011	"BKOFAMERICA ATM WITHDRWL 08-08 #003853 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-200	4922.91
8/16/2011	"BKOFAMERICA ATM WITHDRWL 08-15 #001468 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-80	3122.93
8/22/2011	"BKOFAMERICA ATM WITHDRWL 08-19 #008809 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-60	1323.48
9/2/2011	"BKOFAMERICA ATM WITHDRWL 09-02 #003841 CUSTOMER 3448 BANK OF AMERICA, OAKLAND, CA"	-100	723.59
9/19/2011	"BKOFAMERICA ATM WITHDRWL 09-18 #007306 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-80	2637.03
9/20/2011	"BKOFAMERICA ATM WITHDRWL 09-20 #001104 CUSTOMER 3448 BANK OF AMERICA, BENICIA, CA"	-100	2393.72
9/20/2011	"BKOFAMERICA ATM WITHDRWL 09-20 #009415 CUSTOMER 3448 BANK OF AMERICA, BENICIA, CA"	-100	2293.72
9/21/2011	"BKOFAMERICA ATM WITHDRWL 09-20 #009718 CUSTOMER 3448 BANK OF AMERICA, EMERYVILLE, CA"	-80	1475.69
9/28/2011	"BKOFAMERICA ATM WITHDRWL 09-28 #007357 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-80	691.25
12/1/2011	"BKOFAMERICA ATM WITHDRWL 12-01 #008926 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-60	489.52
12/2/2011	"BKOFAMERICA ATM WITHDRWL 12-02 #007488 CUSTOMER 3448 BANK OF AMERICA, AMERICAN CANY, CA"	-80	372.38
12/5/2011	"BKOFAMERICA ATM WITHDRWL 12-04 #001156 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-40	311.68
12/13/2011	"BKOFAMERICA ATM WITHDRWL 12-13 #008040 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	-160	-124.21
4/27/2011	"BURGER KING #07766 04/25 CARD #3448 PURCHASE #24186161116200999300042 ROHNERT PARK, CA"	-6	983.74
8/29/2011	"BURGER KING #13538 08/26 CARD #3448 PURCHASE #24186161238206299001043 HERCULES, CA"	-6.48	425.26
5/25/2011	"BURGER KING #4474 05/24 CARD #3448 PURCHASE #24186161144286699900179 SAN FRANCISCO, CA"	-11.48	18.08
6/20/2011	"BURGER KING #4474 06/17 CARD #3448 PURCHASE #24186161168286699901087 SAN FRANCISCO, CA"	-6.12	746.76
6/20/2011	"BURGER KING #4474 06/17 CARD #3448 PURCHASE #24186161169286699900930 SAN FRANCISCO, CA"	-7.31	752.88
8/10/2011	"BURGER KING #4474 08/08 CARD #3448 PURCHASE #24186161221286699900712 SAN FRANCISCO, CA"	-10.06	3920.3
9/6/2011	"BURGER KING #4474 09/04 CARD #3448 PURCHASE #24186161247286699900183 SAN FRANCISCO, CA"	-9.42	491.92
7/13/2011	"BURGER KING #4786 07/11 CARD #3448 PURCHASE #24186161193200399300598 DALY CITY, CA"	-9.08	142.19
8/29/2011	"BURGER KING #5500 08/27 CARD #3448 PURCHASE #24186161240286699901279 COLMA, CA"	-10.2	440.04
9/21/2011	"BURGER KING #5792 09/20 CARD #3448 PURCHASE #24186161263206699001807 EMERYVILLE, CA"	-10.54	1428.15
8/9/2011	CA TLR cash withdrawal from CHK 4065 Banking Ctr ONE MARKET PLAZA #0000295 CA Confirmation# 1691563849	-500	4048.37
11/29/2011	CA TLR cash withdrawal from CHK 4065 Banking Ctr ONE MARKET PLAZA #0000295 CA Confirmation# 2659975774	-700	579.62
5/16/2011	CA TLR cash withdrawal from CHK 4065 Banking Ctr SERRAMONTE PLAZA #0000648 CA Confirmation# 1657172914	-1200	2090.59
5/16/2011	CA TLR cash withdrawal from CHK 4065 Banking Ctr SERRAMONTE PLAZA #0000648 CA Confirmation# 4957177874	-10	2080.59
11/29/2011	CA TLR transfer Banking Ctr ONE MARKET PLAZA #0000295 CA Confirmation# 1459924043	2000	1279.62
7/19/2011	CA TLR transfer Banking Ctr ONE MARKET PLAZA #0000295 CA Confirmation# 2609751082	1000	2626.53
7/11/2011	CA TLR transfer Banking Ctr ONE MARKET PLAZA #0000295 CA Confirmation# 8641961821	300	349.85
6/9/2011	CA TLR transfer Banking Ctr UNION SQUARE #0000260 CA Confirmation# 6264562364	1000	1007.79
4/28/2011	CA TLR transfer to CHK 4239 Banking Ctr LAKESHORE PLAZA IN-STORE #0001758 CA Confirmation# 2702908378	-250	733.74
6/15/2011	"CAFE REINA 06/13 CARD #3448 PURCHASE #24223691165980030945423 SAN FRANCISCO, CA"	-7.93	662.78
7/7/2011	"CAFE REINA 07/05 CARD #3448 PURCHASE #24223691187980030945450 SAN FRANCISCO, CA"	-6.3	590.7
7/25/2011	"CAFE REINA 07/23 CARD #3448 PURCHASE #24223691205980030945417 SAN FRANCISCO, CA"	-4.5	1452.75
5/2/2011	"CARLTON HAIR INTERNATIO 04/28 CARD #3448 PURCHASE #24717051119691195683272 SAN FRANCISCO, CA"	-50.17	599.57
8/30/2011	"CASSAVE RESTAURANT 08/29 CARD #3448 PURCHASE #24431061242206156500300 OAKLAND, CA"	-15.81	388.59
4/25/2011	Check 100	-760.28	1479.72
5/16/2011	Check 1432	-1000	1080.59
6/21/2011	Check 1433	-600	174.65
6/21/2011	Check 1434	-85	89.65
7/20/2011	Check 1436	-600	1956.53
8/8/2011	Check 1437	-200	4722.91
8/1/2011	Check 1438	-500	427.37
8/4/2011	Check 1439	-325	5663.36
8/18/2011	Check 1441	-600	2126.02
9/21/2011	Check 1443	-600	1555.69
9/7/2011	Check 1444	-1000	423.24
10/27/2011	Check 1445	-600	-685.38
4/25/2011	Check 98	-1180	2240
5/16/2011	Check 99	-700	380.59
8/24/2011	"CHEVRON 000900 08/24 CARD #3448 PURCHASE #64673840460312362264602 SAN FRANCISCO, CA"	-26.55	1031.86
6/13/2011	"CHEVRON 000917 06/13 CARD #3448 PURCHASE #07354940460311650107285 OAKLAND, CA"	-30.02	767.64
4/25/2011	"CHEVRON 000920 04/24 CARD #3448 PURCHASE #66668240460311150399950 NOVATO, CA"	-30	1169.72
8/15/2011	"CHEVRON 000955 08/15 CARD #3448 PURCHASE #20159440460312272120060 VALLEJO, CA"	-36.71	3482.97
6/20/2011	"CHEVRON 002068 06/20 CARD #3448 PURCHASE #88112840460311712287926 BLOOMINGTON, UT"	-30.09	819.83
8/23/2011	"CHEVRON 00212470 08/21 CARD #3448 PURCHASE #24625121234412129447540 TRACY, CA"	-10.39	1058.41
5/24/2011	"CHEVRON 00302550 05/22 CARD #3448 PURCHASE #24625121143411269137739 SAN FRANCISCO, CA"	-14.29	29.56
9/12/2011	"CHEVRON 003094 09/12 CARD #3448 PURCHASE #35957440460312550935952 LEBEC, CA"	-30.01	95.27
8/11/2011	"CHEVRON 003591 08/11 CARD #3448 PURCHASE #45862540460312231945773 VALLEJO, CA"	-26.4	3879.14
8/15/2011	"CHEVRON 00359133 08/13 CARD #3448 PURCHASE #24625121225412046562612 VALLEJO, CA"	-20.69	3370.67
9/30/2011	CHEVRON/EMERY SER 09-30 CUSTOMER 3448 PURCHASE #267065 EMERYVILLE CA	-37.5	391.87
9/26/2011	"CITY TOYOTA PARTS & SER TEMP CR ADJ 09/23 CARD #3448 DALY CITY, CA CLAIM # 74736931266018084760548"	50	931.98
8/16/2011	CIVIC CENTER MARK 08-16 CUSTOMER 3448 PURCHASE #438168 SAN FRANCISCO CA	-7.75	2891.96
9/6/2011	"CIVIC CENTER MARKET 09/01 CARD #3448 PURCHASE #24492151245286341800130 SAN FRANCISCO, CA"	-26.36	562.97
9/6/2011	"CIVIC CENTER MARKET 09/05 CARD #3448 PURCHASE #24492151248286341901281 SAN FRANCISCO, CA"	-24.46	538.51
9/21/2011	"CIVIC CENTER MARKET 09/19 CARD #3448 PURCHASE #24492151263286341000340 SAN FRANCISCO, CA"	-25.01	1450.68
12/7/2011	"CIVIC CENTER MARKET 12/05 CARD #3448 PURCHASE #24492151340286341500379 SAN FRANCISCO, CA"	-16.97	136.55
6/20/2011	"COA*AIRLINETAXES&FEES 06/18 CARD #3448 PURCHASE #24692161169000331735027 866-636-9088, NY"	-25	794.83
5/25/2011	"COOL GUYS MARKET 05/24 CARD #3448 PURCHASE #24493981145207952300053 SAN FRANCISCO, CA"	-7	11.08
9/29/2011	"COOL GUYS MARKET 09/28 CARD #3448 PURCHASE #24493981272207952200076 SAN FRANCISCO, CA"	-7.59	431.37
7/20/2011	"CURRY VILLAGE BAR-PIZZA 07/18 CARD #3448 PURCHASE #24492791200118000174760 YOSEMITE, CA"	-87.01	1869.52
6/17/2011	DEPOSIT	680	1333.3
6/21/2011	DEPOSIT	50	774.65
7/6/2011	DEPOSIT	380	544.95
8/22/2011	"DOES YOUR MOTHER KNOW # 08/20 CARD #3448 PURCHASE #24431061232200983900447 SAN FRANCISCO, CA"	-77	1445.48
7/25/2011	"DOLLAR KING 07/22 CARD #3448 PURCHASE #24071051205987175270337 SAN FRANCISCO, CA"	-6.8	1463.03
12/5/2011	Dollar King 12-04 CUSTOMER 3448 PURCHASE #338359 San Francisco CA	-6.57	178.52
8/15/2011	DOLLAR TREE #4131 08-13 CUSTOMER 3448 PURCHASE #309223 VALLEJO CA	-15.03	3317.68
8/15/2011	"DOMINO'S 7794 08/14 CARD #3448 PURCHASE #24445001226300290878456 707-554-6600, CA"	-19.55	3351.12
9/20/2011	"DOMINO'S 7901 09/18 CARD #3448 PURCHASE #24445001262300200678538 BERKELEY, CA"	-42.63	2185.85
9/12/2011	"DUBLINER BAR 09/11 CARD #3448 PURCHASE #24071051254158147044305 SAN FRANCISCO, CA"	-20.75	48.36
8/18/2011	"EAT24HOURS COM 08/16 CARD #3448 PURCHASE #24789301229229267402708 877-4497090, CA"	-30.83	1905.91
12/8/2011	"EAT24HOURS COM 12/06 CARD #3448 PURCHASE #24013391341001512732326 EAT24HOUR.COM, CA"	-31.61	57.55
8/16/2011	"EB *BUILDING MARKETING 08/15 CARD #3448 PURCHASE #24493981227026171115329 EVENTBRITE.CO, CA"	-70	2982.93
8/16/2011	"EB *HOW TO START AND M 08/15 CARD #3448 PURCHASE #24493981227026171126615 EVENTBRITE.CO, CA"	-100	3202.93
8/16/2011	"EB *UNDERSTAND THE FIN 08/15 CARD #3448 PURCHASE #24493981227026171056069 EVENTBRITE.CO, CA"	-70	3052.93
7/14/2011	"ELKS LODGE 07/12 CARD #3448 PURCHASE #24492791194118000115654 SAN FRANCISCO, CA"	-35	87.89
8/17/2011	"ELKS LODGE 08/15 CARD #3448 PURCHASE #24492791228118000117676 SAN FRANCISCO, CA"	-22	2767.53
8/25/2011	"EMERY BAY CAFE 08/24 CARD #3448 PURCHASE #24323041236577126010575 EMERYVILLE, CA"	-20.05	882.49
8/22/2011	EMERY BAY PETROLE 08-21 CUSTOMER 3448 PURCHASE #067686 EMERYVILLE CA	-7.19	1081.43
8/29/2011	EMERY BAY PETROLE 08-27 CUSTOMER 3448 PURCHASE #694186 EMERYVILLE CA	-16.93	492.8
9/6/2011	EMERY BAY PETROLE 09-04 CUSTOMER 3448 PURCHASE #759306 EMERYVILLE CA	-13.06	525.45
8/5/2011	EMERYVILLE- ATM WITHDRWL 08-05 #000159896 CUSTOMER 3448 EMERYVILLE-CH EMERYVILLE CA	-163	5500.36
9/19/2011	EMERYVILLE- ATM WITHDRWL 09-18 #000923972 CUSTOMER 3448 EMERYVILLE-CH EMERYVILLE CA	-103	2885.66
8/29/2011	EMERYVILLE MARKET 08-29 CUSTOMER 3448 PURCHASE #025772 EMERYVILLE CA	-11.21	450.24
10/24/2011	Extended Overdrawn Balance Charge	-35	-85.38
12/19/2011	Extended Overdrawn Balance Charge	-35	-194.21
8/4/2011	FIA CSNA DES:DIRECT DEP CHRISTOPHER D R ID:74322118328240 CO ID:0245907484 CIE REF:00026086406512110825001121600559265611080422	5000	5988.36
9/7/2011	FIA CSNA DES:DIRECT DEP CHRISTOPHER D R ID:74322118328240 CO ID:0245907484 CIE REF:00026086406512110825001125001075498111090722	1000	1458.24
9/16/2011	FIA CSNA DES:DIRECT DEP CHRISTOPHER D R ID:74322118328240 CO ID:0245907484 CIE REF:00026086406512110825001125900472009011091622	3000	3018.66
9/6/2011	"FIFTH AND MISSION YERBA 09/04 CARD #3448 PURCHASE #24755421248732486193498 SAN FRANCISCO, CA"	-3.5	461.23
5/16/2011	"FOODSCO #0357 05/13 CARD #3448 PURCHASE #24445001133300214250016 SAN FRANCISCO, CA"	-69.9	310.69
8/9/2011	"FREDS LIQUORS & DELI 08/08 CARD #3448 PURCHASE #24493981220286352601011 SAN FRANCISCO, CA"	-43.3	4005.07
9/1/2011	GOLDEN GATE ATM WITHDRWL 09-01 #000548971 CUSTOMER 3448 GOLDEN GATE A SAN FRANCISCO CA	-63	825.59
7/27/2011	"GOLDEN GATE PETROLEUM 07/25 CARD #3448 PURCHASE #24129421207100000882707 SO SAN FRANCI, CA"	-20.01	1255.98
12/8/2011	"GOLDEN VEGGIE MARKET 12/06 CARD #3448 PURCHASE #24122581341701327783570 SAN FRANCISCO, CA"	-40.4	89.16
8/15/2011	"GYRO KING INC 08/12 CARD #3448 PURCHASE #24493981225286608600663 SAN FRANCISCO, CA"	-18.41	3332.71
8/18/2011	"H & M #96 08/17 CARD #3448 PURCHASE #24435651230401670814943 SAN FRANCISCO, CA"	-189.28	1936.74
5/23/2011	"HALL OF FLAME BURGERS 05/19 CARD #3448 PURCHASE #24323001140123258010213 SAN FRANCISCO, CA"	-11.46	50.85
6/17/2011	"HALL OF FLAME BURGERS 06/16 CARD #3448 PURCHASE #24323001168123285010316 SAN FRANCISCO, CA"	-20.21	1251.08
7/25/2011	"HALL OF FLAME BURGERS 07/22 CARD #3448 PURCHASE #24323001204123320010269 SAN FRANCISCO, CA"	-9.63	1502.29
7/26/2011	"HALL OF FLAME BURGERS 07/25 CARD #3448 PURCHASE #24323001207123323010321 SAN FRANCISCO, CA"	-25.88	1294.12
8/19/2011	"HI DIVE 08/17 CARD #3448 PURCHASE #24755421230642304612357 SAN FRANCISCO, CA"	-24	1757.24
8/16/2011	"HOLLYWOOD ADULT SUPERST 08/15 CARD #3448 PURCHASE #24559301227400003045297 OAKLAND, CA"	-28.26	2911.92
8/26/2011	HOMRAN LIQUOR 08-26 CUSTOMER 3448 PURCHASE #255485 SAN FRANCISCO CA	-17.05	664.47
9/2/2011	HOMRAN LIQUOR 09-02 CUSTOMER 3448 PURCHASE #263654 SAN FRANCISCO CA	-41.92	681.67
5/17/2011	"HULU 05/16 CARD #3448 PURCHASE #24492151137027990420486 877-801-5441, CA"	-7.99	337.78
6/17/2011	"HULU 06/16 CARD #3448 PURCHASE #24492151168027052122758 877-801-5441, CA"	-7.99	1243.09
7/18/2011	"HULU 07/16 CARD #3448 PURCHASE #24492151198027111226396 877-801-5441, CA"	-7.99	1626.53
8/17/2011	"HULU 08/16 CARD #3448 PURCHASE #24492151229027174493571 877-801-5441, CA"	-7.99	2734.77
9/19/2011	"HULU 09/16 CARD #3448 PURCHASE #24492151260027249832597 877-801-5441, CA"	-7.99	2487
10/17/2011	"HULU 10/16 CARD #3448 PURCHASE #24492151290027319934145 877-801-5441, CA"	-7.99	14.62
12/1/2011	"HULU 11/30 CARD #3448 PURCHASE #24492151335027437266120 877-801-5441, CA"	-7.99	452.38
7/25/2011	"IHOP 623 07/22 CARD #3448 PURCHASE #24692161203000641308547 SAN FRANCISCO, CA"	-34.35	1586.17
8/8/2011	J & B FINE FOOD 08-06 CUSTOMER 3448 PURCHASE #169545 BERKELEY CA	-24.27	4617.62
8/19/2011	J & B FINE FOOD 08-19 CUSTOMER 3448 PURCHASE #456409 BERKELEY CA	-12.74	1744.5
8/16/2011	"JACK IN THE BOX 3471 08/15 CARD #3448 PURCHASE #24435651228091481001147 HERCULES, CA"	-12.21	2899.71
12/5/2011	"JACK IN THE BOX 4334 12/02 CARD #3448 PURCHASE #24435651337091500001266 AMERICAN CANY, CA"	-16.33	185.09
8/12/2011	"JACK IN THE BOX 4353 08/11 CARD #3448 PURCHASE #24435651224400447000545 SAN PABLO, CA"	-10.99	3618.41
6/16/2011	JAIL HOUSE LIQU/1 06-16 CUSTOMER 3448 PURCHASE #107450 S. SAN FRANCI CA	-7.48	653.3
8/1/2011	"JAVA BEACH CAFE 07/29 CARD #3448 PURCHASE #24707801212980146077114 SAN FRANCISCO, CA"	-9.5	147.22
10/5/2011	"JS GARDEN 10/03 CARD #3448 PURCHASE #24013391277018606101133 VALLEJO, CA"	-36.25	195.67
